,Id,AcceptedAnswerId,AnswerCount,Body,ClosedDate,CommentCount,CommunityOwnedDate,CreationDate,FavoriteCount,LastActivityDate,LastEditDate,LastEditorDisplayName,LastEditorUserId,OwnerUserId,ParentId,PostTypeId,Score,Tags,Title,ViewCount,Topic
70,514,519,4,"<p>I have a Ruby on Rails Website that makes HTTP calls to an external Web Service.</p>

<p>About once a day I get a SystemExit (stacktrace below) error email where a call to the service has failed.  If I then try the exact same query on my site moments later it works fine.
It's been happening since the site went live and I've had no luck tracking down what causes it.</p>

<p>Ruby is version 1.8.6 and rails is version 1.2.6.</p>

<p>Anyone else have this problem?</p>

<p>This is the error and stacktrace.</p>

<blockquote>
  <p>A SystemExit occurred
  /usr/local/lib/ruby/gems/1.8/gems/rails-1.2.6/lib/fcgi_handler.rb:116:in
  exit'
  /usr/local/lib/ruby/gems/1.8/gems/rails-1.2.6/lib/fcgi_handler.rb:116:in
  exit_now_handler'
  /usr/local/lib/ruby/gems/1.8/gems/activesupport-1.4.4/lib/active_support/inflector.rb:250:in
  to_proc' /usr/local/lib/ruby/1.8/net/protocol.rb:133:in call'
  /usr/local/lib/ruby/1.8/net/protocol.rb:133:in sysread'
  /usr/local/lib/ruby/1.8/net/protocol.rb:133:in rbuf_fill'
  /usr/local/lib/ruby/1.8/timeout.rb:56:in timeout'
  /usr/local/lib/ruby/1.8/timeout.rb:76:in timeout'
  /usr/local/lib/ruby/1.8/net/protocol.rb:132:in rbuf_fill'
  /usr/local/lib/ruby/1.8/net/protocol.rb:116:in readuntil'
  /usr/local/lib/ruby/1.8/net/protocol.rb:126:in readline'
  /usr/local/lib/ruby/1.8/net/http.rb:2017:in read_status_line'
  /usr/local/lib/ruby/1.8/net/http.rb:2006:in read_new'
  /usr/local/lib/ruby/1.8/net/http.rb:1047:in request'
  /usr/local/lib/ruby/1.8/net/http.rb:945:in request_get'
  /usr/local/lib/ruby/1.8/net/http.rb:380:in get_response'
  /usr/local/lib/ruby/1.8/net/http.rb:543:in start'
  /usr/local/lib/ruby/1.8/net/http.rb:379:in get_response'</p>
</blockquote>
",,0,,26:39.8,1,13:07.1,13:07.1,Jeff Atwood,2912665,151,0,1,18,<ruby-on-rails><ruby><crash>,Frequent SystemExit in Ruby when making HTTP calls,1495,0
71,535,541,7,"<p>I am starting to work on a hobby project with a <strong>Python</strong> codebase and I would like to set up some form of continuous integration (i.e. running a battery of test-cases each time a check-in is made and sending nag e-mails to responsible persons when the tests fail) similar to <strong>CruiseControl</strong> or <strong>TeamCity</strong>.</p>

<p>I realize I could do this with hooks in most <strong>VCSes</strong>, but that requires that the tests run on the same machine as the version control server, which isn't as elegant as I would like. Does anyone have any suggestions for a small, user-friendly, open-source continuous integration system suitable for a <strong>Python</strong> codebase?</p>
",,0,,43:54.8,13,46:14.6,46:14.6,Robert Gamble,7232508,154,0,1,51,<python><continuous-integration><extreme-programming>,Continuous Integration System for a Python Codebase,8525,0
72,549,477578,12,"<h2>Form-based authentication for websites</h2>

<p>We believe that Stack&nbsp;Overflow should not just be a resource for very specific technical questions, but also for general guidelines on how to solve variations on common problems. ""Form based authentication for websites"" should be a fine topic for such an experiment.</p>

<h3>It should include topics such as:</h3>

<ul>
<li>How to log in</li>
<li>How to log out</li>
<li>How to remain logged in</li>
<li>Managing cookies (including recommended settings)</li>
<li>SSL/HTTPS encryption</li>
<li>How to store passwords</li>
<li>Using secret questions</li>
<li>Forgotten username/password functionality</li>
<li>Use of <a href=""https://en.wikipedia.org/wiki/Cryptographic_nonce"" rel=""noreferrer"">nonces</a> to prevent <a href=""https://en.wikipedia.org/wiki/Cross-site_request_forgery"" rel=""noreferrer"">cross-site request forgeries (CSRF)</a></li>
<li><a href=""http://openid.net/"" rel=""noreferrer"">OpenID</a></li>
<li>""Remember me"" checkbox</li>
<li>Browser autocompletion of usernames and passwords</li>
<li>Secret URLs (public <a href=""https://en.wikipedia.org/wiki/Uniform_Resource_Locator"" rel=""noreferrer"">URL</a> protected by digest)</li>
<li>Checking password strength</li>
<li>E-mail validation</li>
<li><em>and much more about</em> <a href=""http://en.wikipedia.org/wiki/Form-based_authentication"" rel=""noreferrer"">form based authentication</a>...</li>
</ul>

<h3>It should not include things like:</h3>

<ul>
<li>Roles and authorization</li>
<li>HTTP basic authentication</li>
</ul>

<h3>Please help us by:</h3>

<ol>
<li>Suggesting subtopics</li>
<li>Submitting good articles about this subject</li>
<li>Editing the official answer</li>
</ol>
",19:48.1,18,39:14.9,51:50.2,6205,31:15.1,41:21.8,Michiel de Mare,9603311,136,0,1,5020,<security><http><authentication><language-agnostic><article>,The definitive guide to form-based website authentication,545087,0
73,561,794,5,"<p>I would like to test a function with a tuple from a set of fringe cases and normal values. For example, while testing a function which returns <code>true</code> whenever given three lengths that form a valid triangle, I would have specific cases, negative / small / large numbers, values close-to being overflowed, etc.; what is more, main aim is to generate combinations of these values, <em>with</em> or <em>without</em> repetition, in order to get a set of test data.</p>

<pre><code>(inf,0,-1), (5,10,1000), (10,5,5), (0,-1,5), (1000,inf,inf),
...
</code></pre>

<blockquote>
  <p><em>As a note: I actually know the answer to this, but it might be helpful for others, and a challenge for people here! --will post my answer later on.</em></p>
</blockquote>
",,1,,34:24.2,6,21:16.3,16:15.0,user319824,4595675,157,0,1,19,<unit-testing><language-agnostic><testing>,How to use combinations of sets as test data,8120,0
74,562,0,1,"<p>Uploading my first decently sized web app to my shared host provided me with a fresh set of challenges, by which I mean, sleepless nights. The issue was that I had most certainly not developed my application for medium trust (or had any clue what that was.) </p>

<p>I mitigated all of the issues, save one. </p>

<p>I had written an installer for the admin to be able to specify their connectionstring and other preferences, but I cannot find a way to write to a web.config in medium trust. Does anyone have a solution, or should I just be putting preferences in another file?</p>
",,1,,39:11.7,2,46:57.6,45:43.3,Gulzar,4337,0,0,1,38,<c#><asp.net><medium-trust>,How to write to Web.Config in Medium Trust?,3295,0
75,564,566,24,"<p>I was reading <em><a href=""http://rads.stackoverflow.com/amzn/click/1430209879"" rel=""noreferrer"">More Joel on Software</a></em> when I came across <a href=""http://en.wikipedia.org/wiki/Joel_Spolsky"" rel=""noreferrer"">Joel Spolsky</a> saying something about a particular type of programmer knowing the difference between an <code>int</code> and an <code>Integer</code> in Java/C# (Object Oriented Programming Languages).</p>

<p>So, what is the difference?</p>
",,1,,47:34.8,64,07:39.6,50:20.9,Chris Reath,1788806,25,0,1,230,<c#><java><integer><int>,What is the difference between an int and an Integer in Java and C#?,216312,0
76,580,586,14,"<p>I wonder how you guys manage deployment of a database between 2 SQL Servers, specifically SQL Server 2005.
Now, there is a development and a live one. As this should be part of a buildscript (standard windows batch, even do with current complexity of those scripts, i might switch to PowerShell or so later), Enterprise Manager/Management Studio Express do not count.</p>

<p>Would you just copy the .mdf File and attach it? I am always a bit careful when working with binary data, as this seems to be a compatiblity issue (even though development and live should run the same version of the server at all time).</p>

<p>Or - given the lack of ""EXPLAIN CREATE TABLE"" in T-SQL - do you do something that exports an existing database into SQL-Scripts which you can run on the target server? If yes, is there a tool that can automatically dump a given Database into SQL Queries and that runs off the command line? (Again, Enterprise Manager/Management Studio Express do not count).</p>

<p>And lastly - given the fact that the live database already contains data, the deployment may not involve creating all tables but rather checking the difference in structure and ALTER TABLE the live ones instead, which may also need data verification/conversion when existing fields change.</p>

<p>Now, i hear a lot of great stuff about the <a href=""http://www.red-gate.com/products/index.htm"" rel=""noreferrer"">Red Gate</a> products, but for hobby projects, the price is a bit steep.</p>

<p>So, what are you using to automatically deploy SQL Server Databases from Test to Live?</p>
",,0,,30:59.1,5,58:47.5,58:47.5,Mark Harrison,2641576,91,0,1,24,<sql-server><sql-server-2005><deployment><release-management>,Deploying SQL Server Databases from Test to Live,6312,0
77,588,633,8,"<p>I'm writing a CMS application in PHP and one of the requirements is that it must be able to interface with the customer's Exchange server.  I've written up this functionality a few times before and have always used <a href=""http://en.wikipedia.org/wiki/WebDAV"" rel=""noreferrer"">WebDAV</a> to do it, but now I'm leaning away from that.</p>

<p>I will be running the site on IIS OR Apache (no preference) on Windows server 2008.  A few things I would need to do include adding contacts to a given user's address book, sending emails as a given user and running reports on contacts for a user.</p>

<p>All of this is pretty easy to do with WebDAV, but if there is a better way that doesn't require any functionality that is likely to be deprecated any time soon.</p>

<p>Any ideas?</p>

<h3>Update:</h3>

<p>Justin, I love the idea of using com objects, I just worry about maintaining a 3rd product to make everything work...</p>

<p>John, I can write a web service in C# to interface with for these functions and access it with my PHP app, but it's also a little bit out of the way.</p>

<p>So far, I'm not 100% convinced that either of these is better than WebDAV... </p>

<p>Can anyone show me where I'm being silly?</p>
",,2,,03:58.5,17,22:15.1,04:17.6,Gulzar,4595675,172,0,1,50,<php><windows><exchange-server><webdav><mapi>,Best way to access Exchange using PHP?,51030,0
78,594,595,3,"<p>There are several ways to iterate over a result set. What are the tradeoff of each?</p>
",,1,,15:08.5,8,47:11.0,15:27.4,Mark Harrison,116,116,0,1,37,<python><sql><database><oracle><cx-oracle>,cx_Oracle: How do I iterate over a result set?,36443,0
79,601,602,5,"<p>I'm looking for a performant, reasonably robust RNG using no special hardware. It can use mathematical methods (Mersenne Twister, etc), it can ""collect entropy"" from the machine, whatever. On Linux/etc we have a <code>drand48()</code> which generates 48 random bits. I'd like a similar function/class for C++ or C# which can generate more than 32 bits of randomness and which low-order bits are equally as random as high-order bits.</p>

<p>It doesn't have to be cryptographically secure but it must not use or be based on the C-language <code>rand()</code> or .NET <code>System.Random</code>.</p>

<p>Any source code, links to source, etc. would be appreciated! Failing that, what TYPE of RNG should I be looking for?</p>
",41:28.2,4,,05:59.6,2,17:22.1,17:22.1,,5550041,0,0,1,34,<c#><c++><random>,Robust Random Number Generation,1305,0
80,609,0,5,"<p>An MFC application that I'm trying to migrate uses <code>afxext.h</code>, which causes <code>_AFXDLL</code> to get set, which causes this error if I set <code>/MT</code>:</p>

<blockquote>
  <p>Please use the /MD switch for _AFXDLL builds</p>
</blockquote>

<p>My research to date indicates that it is impossible to build an application for execution on Windows NT 4.0 using Visual Studio (C++, in this case) 2005.</p>

<p>Is this really true? Are there any workaround available?</p>
",,1,,48:43.5,1,15:43.4,33:22.0,ΤΖΩΤΖΙΟΥ,7116,179,0,1,17,<c++><visual-studio><compatibility><windows-nt>,Build for Windows NT 4.0 using Visual Studio 2005?,2981,0
81,622,623,27,"<p>I want to print the first 10000 prime numbers.
Can anyone give me the most efficient code for this?
Clarifications:</p>

<ol>
<li>It does not matter if your code is inefficient for n >10000.</li>
<li>The size of the code does not matter.</li>
<li>You cannot just hard code the values in any manner.</li>
</ol>
",,3,,45:21.4,22,55:42.3,41:33.4,,1261166,184,0,1,49,<performance><algorithm><primes>,Most efficient code for the first 10000 prime numbers?,54122,0
82,626,723,14,"<p>In Ruby 1.8, there are subtle differences between proc/lambda on the one hand, and <code>Proc.new</code> on the other. </p>

<ul>
<li>What are those differences?</li>
<li>Can you give guidelines on how to decide which one to choose?</li>
<li>In Ruby 1.9, proc and lambda are different. What's the deal?</li>
</ul>
",,3,,40:54.1,154,19:51.5,25:18.5,Michiel de Mare,211563,136,0,1,319,<ruby><lambda><proc>,"When to use lambda, when to use Proc.new?",75280,0
83,644,665,11,"<p>I have a database table and one of the fields (not the primary key) is having a unique index on it. Now I want to swap values under this column for two rows. How could this be done? Two hacks I know are:</p>

<ol>
<li>Delete both rows and re-insert them</li>
<li>Update rows with some other value
and swap and then update to actual value.</li>
</ol>

<p>But I don't want to go for these as they do not seem to be the appropriate solution to the problem.
Could anyone help me out?</p>
",,1,,55:26.3,5,00:46.6,46:28.4,,1332690,191,0,1,49,<sql><database>,Swap unique indexed column values in database,10377,0
84,650,655,7,"<p>I would like the version property of my application to be incremented for each build but I'm not sure on how to enable this functionality in Visual Studio (2005/2008). I have tried to specify the AssemblyVersion as 1.0.* but it doesn't get me exactly what I want. </p>

<p>I'm also using a settings file and in earlier attempts when the assembly version changed my settings got reset to the default since the application looked for the settings file in another directory. </p>

<p>I would like to be able to display a version number in the form of 1.1.38 so when a user finds a problem I can log the version they are using as well as tell them to upgrade if they have an old release.</p>

<p>A short explanation of how the versioning works would also be appreciated. When does the build and revision number get incremented?</p>
",,2,,12:52.5,34,28:41.9,03:09.2,Robert Höglund,868546,143,0,1,97,<c#><visual-studio><versioning>,Automatically update version number,59354,0
85,651,725,3,"<p>I've been having trouble getting my ASP.NET application to automatically log users into the Intranet site I'm building.  No matter the googling or the experimentation I applied, there is always a login box displayed by IE7.</p>

<p>I've got Windows authentication mode set in the Web.config, disabled anonymous access and configured the correct default domain in IIS, but it's still asking the user to log in and, more annoyingly, the user is required to provide the domain too (<em>DOMAIN\auser</em>), which is causing problems with non-technical visitors.  Thank Zeus for password remembering functionality.</p>

<p>I'm not the network administrator so it's possible that something about Active Directory is set up incorrectly, or it could just be me missing something very simple.  Please note that I don't want to impersonate the user, I just need to know that the IPrincipal.Name property matches that of a valid record in my user database, hence authenticating the user to my application.</p>

<p>To this end, it would be very useful to have a checklist of all configuration requirements for AD, ASP.NET and IIS to work together in this manner as a reference for debugging and hopefully reducing some user friction.</p>
",,0,,21:54.5,1,00:25.1,47:54.5,Rich B,5640,192,0,1,25,<asp.net><iis><authentication><active-directory>,Checklist for IIS 6/ASP.NET Windows Authentication?,6260,0
86,657,669,7,"<p>What is the fastest, yet secure way to encrypt passwords in (PHP preferred), and for which ever method you choose is it portable?</p>

<p>In other words if I later migrate my website to a different server will my passwords continue to work?</p>

<p>The method I am using now as I was told is dependent on the exact versions of the libraries installed on the server.</p>
",,0,,50:33.1,5,27:41.0,22:45.9,Unkwntech,1938889,115,0,1,28,<php><encryption><passwords>,Encrypting Passwords,3832,0
87,683,57833,8,"<p>I don't remember whether I was dreaming or not but I seem to recall there being a function which allowed something like,</p>

<pre><code>foo in iter_attr(array of python objects, attribute name)</code></pre>

<p>I've looked over the docs but this kind of thing doesn't fall under any obvious listed headers</p>
",,0,,19:17.0,0,57:27.8,11:59.3,Gaius,1190,199,0,1,42,<python><arrays><iteration>,Using 'in' to match an attribute of Python objects in an array,9178,0
88,696,704,8,"<p>I've got an upcoming project wherein I will need to connect our website (<code>PHP5/Apache 1.3/OpenBSD 4.1</code>) to our back-end system running on a iSeries with OS400 V5R3 so that I can access some tables stored there. I've done some checking around but am running into some roadblocks.</p>

<p>From what I've seen the DB2 extensions and DB2 software from IBM only run under Linux. I've tried compiling the extensions with all the software from IBM and even tried their precompiled ibm_db2 extension with no luck. IBM only supports Linux so I turned on the Linux emulation in the kernel but that didn't seem to help anything.</p>

<p>If anyone has run across getting everything to run natively under OpenBSD that would be great, but what I think I may have to do is setting up a second server running CentOS with DB2 installed (most likely via ZendCore for IBM since it seems to do all this for me) and the driver so that I can set up a small transaction server that I can post against and get a JSON representation of the DB2 data that I need.</p>

<p>Does the second option seem overkill or does anyone else have any better ideas?</p>
",,0,,03:28.8,3,31:37.6,31:37.6,Vaibhav,803367,204,0,1,31,<php><database><odbc><db2><ibm-midrange>,Connect PHP to IBM i (AS/400),7641,0
89,705,707,10,"<p>I was (and still am) looking for an embedded database to be used in a .net (c#) application. The caveat: The Application (or at least the database) is stored on a Network drive, but only used by 1 user at a time.</p>

<p>Now, my first idea was <a href=""http://www.microsoft.com/sql/editions/compact/default.mspx"" rel=""noreferrer"">SQL Server Compact edition</a>. That is really nicely integreated, but it can not run off a network.</p>

<p><a href=""http://www.firebirdsql.org/dotnetfirebird/"" rel=""noreferrer"">Firebird</a> seems to have the same issue, but the .net Integration seems to be not really first-class and is largely undocumented.</p>

<p><a href=""http://www.codegear.com/products/blackfish"" rel=""noreferrer"">Blackfish SQL</a> looks interesting, but there is no trial of the .net Version. Pricing is also OK.</p>

<p>Any other suggestions of something that works well with .net <strong>and</strong> runs off a network without the need of actually installing a server software?</p>
",,1,,41:43.1,6,46:25.1,40:24.8,,49246,91,0,1,32,<.net><database><embedded-database>,Embedded Database for .net that can run off a network,6802,0
90,709,713,10,"<p>I'm looking to introduce a unit testing framework into the mix at my job.  We're using Visual Studio 2005 (though we may be moving to 2008 within the next 6 months) and work primarily in C#.  If the framework has some kind of IDE integration that would be best, but I'm open to frameworks that don't have integration but are still relatively simple to get set up.  I'm going to get resistance to it one way or another, so if I can make sure what I'm pushing isn't a pain in the neck, that would help my case.</p>

<p>The obvious choice from the research I've done so far points to nUnit, but I'd like to get the impressions of someone who's actually used it before recommending it to my team.</p>

<p>Has anyone out there used nUnit?  If so, are there any pitfalls or limitations of which I should be aware?  Are there other good options out there?  If so, if you've used both nUnit at that, I'd greatly appreciate an idea of the strengths and weaknesses of them.</p>
",,1,,53:53.5,5,12:59.4,50:14.9,Chris Fournier,866022,111,0,1,46,<c#><.net><visual-studio><unit-testing>,.NET Testing Framework Advice,5891,0
91,717,799,3,"<p>I wrote a windows service using VB that read some legacy data from Visual Foxpro Databases to be inserted in SQL 2005. The problem is this use to run fine in Windows server 2003 32-Bits, but the client recently moved to Windows 2003 64-Bits and now the service won't work. I'm getting a message the the VFP .NET OLEdb provider is not found. I researched and everything seems to point out that there is no solution. Any Help, please...</p>
",,0,,07:10.1,0,41:05.2,41:05.2,,2641576,0,0,1,24,<.net><sql-server-2005><oledb><legacy><visual-foxpro>,Why doesn't VFP .NET OLEdb provider work in 64 bit Windows?,10077,0
92,742,33957,9,"<p><a href=""http://www.djangoproject.com/"" rel=""noreferrer"">Django</a> view points to a function, which can be a problem if you want to change only a bit of functionality. Yes, I could have million keyword arguments and even more if statements in the function, but I was thinking more of an object oriented approach.</p>

<p>For example, I have a page that displays a user. This page is very similar to page that displays a group, but it's still not so similar to just use another data model. Group also has members etc...</p>

<p>One way would be to point views to class methods and then extend that class. Has anyone tried this approach or has any other idea? </p>
",,0,,55:28.6,9,53:09.7,14:02.3,,-1,189,0,1,50,<python><django><views><oop>,Class views in Django,13104,0
93,746,0,18,"<p>How do I format a string to <a href=""http://www.grammar-monster.com/lessons/capital_letters_title_case.htm"" rel=""noreferrer"">title case</a>?</p>
",,1,,03:48.3,2,54:52.6,40:35.2,,1957401,192,0,1,25,<string><language-agnostic><format><title-case>,Format string to title case,8128,0
94,752,755,12,"<p>One may not always know the Type of an object at compile-time, but may need to create an instance of the Type.  How do you get a new object instance from a Type?</p>
",,0,,29:03.6,101,40:10.8,36:00.8,,1034136,192,0,1,570,<c#><.net><performance><reflection>,Get a new object instance from a Type,379509,0
95,761,762,7,"<p>What is the best way to localise a date format descriptor?</p>

<p>As anyone from a culture which does not use the mm/dd/yyyy format knows, it is annoying to have to enter dates in this format. The .NET framework provides some very good localisation support, so it's trivial to parse dates according to the users culture, but you often want to also display a helpful hint as to the format required (especially to distinguish between yy and yyyy which is interchangeable in most cultures).</p>

<p>What is the best way to do this in a way that make sense to most users (e.g. dd/M/yyy is confusing because of the change in case and the switching between one and two letters).</p>
",,0,,30:20.5,0,05:27.6,02:37.1,Jeff Atwood,1675954,214,0,1,15,<.net><internationalization><date><globalization>,Localising date format descriptors,633,0
96,766,1619,6,"<p>I can get Python to work with Postgresql but I cannot get it to work with MySQL. The main problem is that on the shared hosting account I have I do not have the ability to install things such as Django or PySQL, I generally fail when installing them on my computer so maybe it's good I can't install on the host.</p>

<p>I found <a href=""http://barryp.org/software/bpgsql/"" rel=""noreferrer"">bpgsql</a> really good because it does not require an install, it's a single file that I can look at, read and then call the functions of. Does anybody know of something like this for MySQL?</p>
",,0,,44:07.4,3,00:39.1,57:58.2,,487855,1384652,0,1,35,<python><mysql><postgresql><bpgsql>,Python and MySQL,2818,0
97,769,781,10,"<p>I need to programmatically solve a system of linear equations in C, Objective C, or (if needed) C++.</p>

<p>Here's an example of the equations:</p>

<pre><code>-44.3940 = a * 50.0 + b * 37.0 + tx
-45.3049 = a * 43.0 + b * 39.0 + tx
-44.9594 = a * 52.0 + b * 41.0 + tx
</code></pre>

<p>From this, I'd like to get the best approximation for <code>a</code>, <code>b</code>, and <code>tx</code>.</p>
",,1,,14:24.3,5,48:07.5,25:49.3,Prakash,5550041,79,0,1,35,<math><linear-algebra><system><linear-equation>,Solving a linear equation,29214,0
98,773,7286,12,"<p>I haven't been able to find an understandable explanation of how to actually use Python's <code>itertools.groupby()</code> function.  What I'm trying to do is this:</p>

<ul>
<li>Take a list - in this case, the children of an objectified <code>lxml</code> element</li>
<li>Divide it into groups based on some criteria</li>
<li>Then later iterate over each of these groups separately.</li>
</ul>

<p>I've reviewed <a href=""https://docs.python.org/2/library/itertools.html"" rel=""noreferrer"">the documentation</a>, and <a href=""https://docs.python.org/2/library/itertools.html#itertools.groupby"" rel=""noreferrer"">the examples</a>, but I've had trouble trying to apply them beyond a simple list of numbers. </p>

<p>So, how do I use of <code>itertools.groupby()</code>?  Is there another technique I should be using?  Pointers to good ""prerequisite"" reading would also be appreciated.</p>
",,0,,27:09.7,171,44:06.0,34:45.1,,2026508,207,0,1,369,<python><iteration>,How do I use Python's itertools.groupby()?,202405,0
99,805,894,5,"<p>This is ASP classic, not .Net.  We have to get a way to SFTP into a server to upload and download a couple of files, kicked off by a user.</p>

<p>What have other people used to do SFTP in ASP classic?  Not necessarily opposed to purchasing a control.</p>
",,0,,11:26.0,1,13:05.4,51:00.4,Matt Dawdy,3043,232,0,1,14,<asp-classic><sftp>,"ASP, need to use SFTP",1850,0
100,810,820,4,"<p>I'm trying to maintain a Setup Project in <code>Visual Studio 2003</code> (yes, it's a legacy application). The problem we have at the moment is that we need to write registry entries to <code>HKCU</code> for every user on the computer. They need to be in the <code>HKCU</code> rather than <code>HKLM</code> because they are the default user settings, and they do change per user. My feeling is that</p>

<ol>
<li>This isn't possible</li>
<li>This isn't something the installer should be doing, but something the application should be doing (after all what happens when a user profile is created after the install?).</li>
</ol>

<p>With that in mind, I still want to change as little as possible in the application, so my question is, <strong>is it possible to add registry entries for every user in a <code>Visual Studio 2003</code> setup project?</strong> </p>

<p>And, at the moment the project lists five registry root keys (<code>HKEY_CLASSES_ROOT, HKEY_CURRENT_USER</code>, <code>HKEY_LOCAL_MACHINE</code>, <code>HKEY_USERS</code>, and User/Machine Hive). I don't really know anything about the Users root key, and haven't seen User/Machine Hive. Can anyone enlighten me on what they are? Perhaps they could solve my problem above.</p>
",,1,,35:02.0,1,01:00.0,33:14.3,,902217,233,0,1,16,<windows><visual-studio><registry><installation>,Visual Studio Setup Project - Per User Registry Settings,6096,0
101,826,97294,8,"<p>You have an ascending list of numbers, what is the most efficient algorithm you can think of to get the ascending list of sums of every two numbers in that list.  Duplicates in the resulting list are irrelevant, you can remove them or avoid them if you like.</p>

<p>To be clear, I'm interested in the algorithm.  Feel free to post code in any language and paradigm that you like.</p>
",,0,,08:55.0,2,40:29.4,38:52.6,rictic,101,101,0,1,17,<algorithm><language-agnostic>,Efficiently get sorted sums of a sorted list,1600,0
102,832,837,4,"<p>SQL:</p>

<pre><code>SELECT
   u.id,
   u.name,
   isnull(MAX(h.dateCol), '1900-01-01') dateColWithDefault
FROM universe u
LEFT JOIN history h 
   ON u.id=h.id 
   AND h.dateCol&lt;GETDATE()-1
GROUP BY u.Id, u.name
</code></pre>
",,0,,22:52.7,0,16:03.6,52:29.1,user1873471,2771704,224,0,1,18,<c#><linq><left-join>,How do I most elegantly express left join with aggregate SQL as LINQ query,1478,0
103,833,838,8,"<p>I have designed database tables (normalised, on an MS SQL server) and created a standalone windows front end for an application that will be used by a handful of users to add and edit information. We will add a web interface to allow searching accross our production area at a later date.</p>

<p>I am concerned that if two users start editing the same record then the last to commit the update would be the 'winner' and important information may be lost. A number of solutions come to mind but I'm not sure if I am going to create a bigger headache.</p>

<ol>
<li>Do nothing and hope that two users are never going to be editing the same record at the same time. <em>- Might never happed but what if it does?</em></li>
<li>Editing routine could store a copy of the original data as well as the updates and then compare when the user has finished editing. If they differ show user and comfirm update <em>- Would require two copies of data to be stored.</em></li>
<li>Add last updated DATETIME column and check it matches when we update, if not then show differences. <em>- requires new column in each of the relevant tables.</em></li>
<li>Create an editing table that registers when users start editing a record that will be checked and prevent other users from editing same record. <em>- would require carful thought of program flow to prevent deadlocks and records becoming locked if a user crashes out of the program.</em></li>
</ol>

<p>Are there any better solutions or should I go for one of these?</p>
",,0,,23:41.1,4,56:35.8,49:01.8,Nigel Campbell,15401,186,0,1,24,<sql-server><database>,Editing database records by multiple users,17563,0
104,835,1023,3,"<p>I'm trying to setup CruiseControl.net at the moment. So far it works nice, but I have a Problem with the MSBuild Task.</p>

<p>According to the <a href=""http://confluence.public.thoughtworks.org/display/CCNET/MsBuild+Task"" rel=""noreferrer"">Documentation</a>, it passes CCNetArtifactDirectory to MSBuild. But how do I use it?</p>

<p>I tried this:</p>

<pre><code>&lt;buildArgs&gt;
   /noconsolelogger /p:OutputPath=$(CCNetArtifactDirectory)\test
&lt;/buildArgs&gt;
</code></pre>

<p>But that does not work. In fact, it kills the service with this error:</p>

<blockquote>
  <p>ThoughtWorks.CruiseControl.Core.Config.Preprocessor.EvaluationException: Reference to unknown symbol CCNetArtifactDirectory</p>
</blockquote>

<p>Documentation is rather sparse, and google und mainly offers modifying the .sln Project file, which is what I want to avoid in order to be able to manually build this project later - I would really prefer <code>/p:OutputPath</code>.</p>
",,0,,25:09.8,1,59:55.1,24:54.1,Michael Stum,395659,91,0,1,15,<msbuild><cruisecontrol.net>,"CruiseControl.net, msbuild, /p:OutputPath and CCNetArtifactDirectory",6165,0
105,845,849,11,"<p>Suppose I have the following CSS rule in my page:</p>

<pre class=""lang-css prettyprint-override""><code>body {
    font-family: Calibri, Trebuchet MS, Helvetica, sans-serif;
}
</code></pre>

<p>How can I detect which one of the defined fonts was used in the user's browser?</p>

<p><strong>Edit for people wondering why I want to do this:</strong> The font I'm detecting contains glyph's that are not available in other fonts and when the user does not have the font I want to display a link asking the user to download that font so they can use my web application with the correct font.</p>

<p>Currently I am displaying the download font link for all users, I want to only display this for people who do not have the correct font installed.</p>
",,2,,42:37.9,14,58:48.0,19:11.0,user5857081,0,238,0,1,111,<javascript><html><css><fonts>,Detecting which font was used in a web page,43513,0
106,855,858,6,"<p>Is there an easy way to produce MSDN-style documentation from the Visual Studio XML output?<br>
I'm not patient enough to set up a good xslt for it because I know I'm not the first person to cross this bridge.  </p>

<p>Also, I tried setting up sandcastle recently, but it really made my eyes cross.  Either I was missing something important in the process or it is just way too involved.</p>

<p>I know somebody out there has a really nice dead-simple solution.</p>

<p>I'm reiterating here because I think my formatting made that paragraph non-inviting to read:</p>

<blockquote>
  <p>I gave sandcastle a try but had a really hard time getting it set up.
  What I really have in mind is something much simpler.</p>
</blockquote>

<p>That is, unless I just don't understand the sandcastle process.  It seemed like an awful lot of extra baggage to me just to produce something nice for the testers to work with.</p>
",,0,,03:37.6,3,54:59.0,54:59.0,Scott Dorman,2778810,93,0,1,15,<visual-studio><xslt><documentation><sandcastle><xml-comments>,.Net XML comment into API Documentation,2943,0
107,871,875,30,"<p>I've been using <a href=""http://en.wikipedia.org/wiki/Apache_Subversion"" rel=""nofollow noreferrer"">Subversion</a> for a few years and after using <a href=""http://en.wikipedia.org/wiki/Microsoft_Visual_SourceSafe"" rel=""nofollow noreferrer"">SourceSafe</a>, I just love Subversion.  Combined with <a href=""http://en.wikipedia.org/wiki/TortoiseSVN"" rel=""nofollow noreferrer"">TortoiseSVN</a>, I can't really imagine how it could be any better.  </p>

<p>Yet there's a growing number of developers claiming that Subversion has problems and that we should be moving to the new breed of distributed version control systems, such as <a href=""http://git.or.cz/"" rel=""nofollow noreferrer"" title=""Git Distributed Version Control System"">Git</a>.  </p>

<p>How does Git improve upon Subversion?</p>
",,0,58:09.6,38:29.0,948,30:09.1,24:35.1,Jon Limjap,63550,203,0,1,393,<svn><git>,Why is Git better than Subversion?,813928,0
